Address,Description,Write,MaxDisplay,Multiplier,Unit,Low,High,Value,Comment
778,FA74 Temperature,FALSE,700,0.1,deg.C,20,55,302,Status Value
779,FA74 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
780,FA75 Voltage1,FALSE,999,0.1,V,45,55,491,Status Value
781,FA75 Voltage2,FALSE,999,0.1,V,45,55,480,Status Value
782,FA75 Voltage3,FALSE,999,0.1,V,45,55,503,Status Value
783,FA75 Voltage4,FALSE,999,0.1,V,45,55,502,Status Value
784,FA75 Current1,FALSE,666,0.1,A,5,55,363,Status Value
785,FA75 Current2,FALSE,666,0.1,A,5,55,185,Status Value
786,FA75 Current3,FALSE,666,0.1,A,5,55,200,Status Value
787,FA75 Current4,FALSE,666,0.1,A,5,55,331,Status Value
788,FA75 Temperature,FALSE,700,0.1,deg.C,20,55,367,Status Value
789,FA75 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
790,FA76 Voltage1,FALSE,999,0.1,V,45,55,509,Status Value
791,FA76 Voltage2,FALSE,999,0.1,V,45,55,495,Status Value
792,FA76 Voltage3,FALSE,999,0.1,V,45,55,495,Status Value
793,FA76 Voltage4,FALSE,999,0.1,V,45,55,511,Status Value
794,FA76 Current1,FALSE,666,0.1,A,5,55,322,Status Value
795,FA76 Current2,FALSE,666,0.1,A,5,55,397,Status Value
796,FA76 Current3,FALSE,666,0.1,A,5,55,340,Status Value
797,FA76 Current4,FALSE,666,0.1,A,5,55,355,Status Value
798,FA76 Temperature,FALSE,700,0.1,deg.C,20,55,289,Status Value
799,FA76 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
800,FA77 Voltage1,FALSE,999,0.1,V,45,55,493,Status Value
801,FA77 Voltage2,FALSE,999,0.1,V,45,55,506,Status Value
802,FA77 Voltage3,FALSE,999,0.1,V,45,55,479,Status Value
803,FA77 Voltage4,FALSE,999,0.1,V,45,55,518,Status Value
804,FA77 Current1,FALSE,666,0.1,A,5,55,187,Status Value
805,FA77 Current2,FALSE,666,0.1,A,5,55,212,Status Value
806,FA77 Current3,FALSE,666,0.1,A,5,55,235,Status Value
807,FA77 Current4,FALSE,666,0.1,A,5,55,258,Status Value
808,FA77 Temperature,FALSE,700,0.1,deg.C,20,55,413,Status Value
809,FA77 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
810,FA78 Voltage1,FALSE,999,0.1,V,45,55,523,Status Value
811,FA78 Voltage2,FALSE,999,0.1,V,45,55,495,Status Value
812,FA78 Voltage3,FALSE,999,0.1,V,45,55,485,Status Value
813,FA78 Voltage4,FALSE,999,0.1,V,45,55,495,Status Value
814,FA78 Current1,FALSE,666,0.1,A,5,55,401,Status Value
815,FA78 Current2,FALSE,666,0.1,A,5,55,245,Status Value
816,FA78 Current3,FALSE,666,0.1,A,5,55,186,Status Value
817,FA78 Current4,FALSE,666,0.1,A,5,55,359,Status Value
818,FA78 Temperature,FALSE,700,0.1,deg.C,20,55,411,Status Value
819,FA78 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
820,FA79 Voltage1,FALSE,999,0.1,V,45,55,493,Status Value
821,FA79 Voltage2,FALSE,999,0.1,V,45,55,517,Status Value
822,FA79 Voltage3,FALSE,999,0.1,V,45,55,479,Status Value
823,FA79 Voltage4,FALSE,999,0.1,V,45,55,514,Status Value
824,FA79 Current1,FALSE,666,0.1,A,5,55,314,Status Value
825,FA79 Current2,FALSE,666,0.1,A,5,55,371,Status Value
826,FA79 Current3,FALSE,666,0.1,A,5,55,332,Status Value
827,FA79 Current4,FALSE,666,0.1,A,5,55,382,Status Value
828,FA79 Temperature,FALSE,700,0.1,deg.C,20,55,333,Status Value
829,FA79 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
830,FA80 Voltage1,FALSE,999,0.1,V,45,55,513,Status Value
831,FA80 Voltage2,FALSE,999,0.1,V,45,55,520,Status Value
832,FA80 Voltage3,FALSE,999,0.1,V,45,55,506,Status Value
833,FA80 Voltage4,FALSE,999,0.1,V,45,55,482,Status Value
834,FA80 Current1,FALSE,666,0.1,A,5,55,327,Status Value
835,FA80 Current2,FALSE,666,0.1,A,5,55,311,Status Value
836,FA80 Current3,FALSE,666,0.1,A,5,55,202,Status Value
837,FA80 Current4,FALSE,666,0.1,A,5,55,311,Status Value
838,FA80 Temperature,FALSE,700,0.1,deg.C,20,55,288,Status Value
839,FA80 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
840,FA81 Voltage1,FALSE,999,0.1,V,45,55,509,Status Value
841,FA81 Voltage2,FALSE,999,0.1,V,45,55,511,Status Value
842,FA81 Voltage3,FALSE,999,0.1,V,45,55,521,Status Value
843,FA81 Voltage4,FALSE,999,0.1,V,45,55,496,Status Value
844,FA81 Current1,FALSE,666,0.1,A,5,55,248,Status Value
845,FA81 Current2,FALSE,666,0.1,A,5,55,291,Status Value
846,FA81 Current3,FALSE,666,0.1,A,5,55,368,Status Value
847,FA81 Current4,FALSE,666,0.1,A,5,55,370,Status Value
848,FA81 Temperature,FALSE,700,0.1,deg.C,20,55,340,Status Value
849,FA81 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
850,FA82 Voltage1,FALSE,999,0.1,V,45,55,488,Status Value
851,FA82 Voltage2,FALSE,999,0.1,V,45,55,518,Status Value
852,FA82 Voltage3,FALSE,999,0.1,V,45,55,476,Status Value
853,FA82 Voltage4,FALSE,999,0.1,V,45,55,511,Status Value
854,FA82 Current1,FALSE,666,0.1,A,5,55,257,Status Value
855,FA82 Current2,FALSE,666,0.1,A,5,55,400,Status Value
856,FA82 Current3,FALSE,666,0.1,A,5,55,411,Status Value
857,FA82 Current4,FALSE,666,0.1,A,5,55,368,Status Value
858,FA82 Temperature,FALSE,700,0.1,deg.C,20,55,416,Status Value
859,FA82 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
860,FA83 Voltage1,FALSE,999,0.1,V,45,55,487,Status Value
861,FA83 Voltage2,FALSE,999,0.1,V,45,55,509,Status Value
862,FA83 Voltage3,FALSE,999,0.1,V,45,55,481,Status Value
863,FA83 Voltage4,FALSE,999,0.1,V,45,55,483,Status Value
864,FA83 Current1,FALSE,666,0.1,A,5,55,390,Status Value
865,FA83 Current2,FALSE,666,0.1,A,5,55,377,Status Value
866,FA83 Current3,FALSE,666,0.1,A,5,55,320,Status Value
867,FA83 Current4,FALSE,666,0.1,A,5,55,240,Status Value
868,FA83 Temperature,FALSE,700,0.1,deg.C,20,55,448,Status Value
869,FA83 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
870,FA84 Voltage1,FALSE,999,0.1,V,45,55,522,Status Value
871,FA84 Voltage2,FALSE,999,0.1,V,45,55,525,Status Value
872,FA84 Voltage3,FALSE,999,0.1,V,45,55,490,Status Value
873,FA84 Voltage4,FALSE,999,0.1,V,45,55,514,Status Value
874,FA84 Current1,FALSE,666,0.1,A,5,55,195,Status Value
875,FA84 Current2,FALSE,666,0.1,A,5,55,375,Status Value
876,FA84 Current3,FALSE,666,0.1,A,5,55,323,Status Value
877,FA84 Current4,FALSE,666,0.1,A,5,55,213,Status Value
878,FA84 Temperature,FALSE,700,0.1,deg.C,20,55,291,Status Value
879,FA84 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
880,DA1 Voltage1,FALSE,999,0.1,V,45,55,478,Status Value
881,DA1 Voltage2,FALSE,999,0.1,V,45,55,507,Status Value
882,DA1 Voltage3,FALSE,999,0.1,V,45,55,493,Status Value
883,DA1 Voltage4,FALSE,999,0.1,V,45,55,506,Status Value
884,DA1 Current1,FALSE,666,0.1,A,5,55,235,Status Value
885,DA1 Current2,FALSE,666,0.1,A,5,55,421,Status Value
886,DA1 Current3,FALSE,666,0.1,A,5,55,308,Status Value
887,DA1 Current4,FALSE,666,0.1,A,5,55,253,Status Value
888,DA1 Temperature,FALSE,700,0.1,deg.C,20,55,352,Status Value
889,DA1 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
890,DA2 Voltage1,FALSE,999,0.1,V,45,55,524,Status Value
891,DA2 Voltage2,FALSE,999,0.1,V,45,55,493,Status Value
892,DA2 Voltage3,FALSE,999,0.1,V,45,55,485,Status Value
893,DA2 Voltage4,FALSE,999,0.1,V,45,55,482,Status Value
894,DA2 Current1,FALSE,666,0.1,A,5,55,249,Status Value
895,DA2 Current2,FALSE,666,0.1,A,5,55,205,Status Value
896,DA2 Current3,FALSE,666,0.1,A,5,55,299,Status Value
897,DA2 Current4,FALSE,666,0.1,A,5,55,403,Status Value
898,DA2 Temperature,FALSE,700,0.1,deg.C,20,55,312,Status Value
899,DA2 FPGA Version,FALSE,9999,0.01,none,none,none,110,Status Value
900,Main Warning Status1,FALSE,0xFFFF,none,n/a,none,none,0,0: OK &  1: Error & bit15: DA FAN4 speed & bit14: DA FAN3 speed & bit13: DA FAN2 speed & bit12: DA FAN1 speed & bit11: CB2 FAN6 speed & bit10: CB2 FAN5 speed & bit9: CB2 FAN4 speed & bit8: CB2 FAN3 speed & bit7: CB2 FAN2 speed & bit6: CB2 FAN1 speed & bit5: CB1 FAN6 speed & bit4: CB1 FAN5 speed & bit3: CB1 FAN4 speed & bit2: CB1 FAN3 speed & bit1: CB1 FAN2 speed & bit0: CB1 FAN1 speed
901,Main Warning Status2,FALSE,0xFFFF,none,n/a,none,none,0,0: OK &  1: Error & bit15: DA FAN8 speed & bit14: DA FAN7 speed & bit13: DA FAN6 speed & bit12: DA FAN5 speed & bit11: CB4 FAN6 speed & bit10: CB4 FAN5 speed & bit9: CB4 FAN4 speed & bit8: CB4 FAN3 speed & bit7: CB4 FAN2 speed & bit6: CB4 FAN1 speed & bit5: CB3 FAN6 speed & bit4: CB3 FAN5 speed & bit3: CB3 FAN4 speed & bit2: CB3 FAN3 speed & bit1: CB3 FAN2 speed & bit0: CB3 FAN1 speed
902,Main Warning Status3,FALSE,0x0FFF,none,n/a,none,none,0,0: OK &  1: Error & bit12 - bit15: - & bit11: CB6 FAN6 speed & bit10: CB6 FAN5 speed & bit9: CB6 FAN4 speed & bit8: CB6 FAN3 speed & bit7: CB6 FAN2 speed & bit6: CB6 FAN1 speed & bit5: CB5 FAN6 speed & bit4: CB5 FAN5 speed & bit3: CB5 FAN4 speed & bit2: CB5 FAN3 speed & bit1: CB5 FAN2 speed & bit0: CB5 FAN1 speed
903,Main Warning Status4,FALSE,0x3FFF,none,n/a,none,none,0,0: OK &  1: Error & bit14 - bit15: - & bit13: PS5 Alarm & bit12: PS4 Alarm & bit11: PS3 Alarm & bit10: PS2 Alarm & bit9: PS1 Alarm & bit8: CTRL FAN2 speed & bit7: CTRL FAN1 speed & bit6: RD FAN speed & bit5: DB2 FAN3 speed & bit4: DB2 FAN2 speed & bit3: DB2 FAN1 speed & bit2: DB1 FAN3 speed & bit1: DB1 FAN2 speed & bit0: DB1 FAN1 speed
904,Main Warning Status5,FALSE,0x0FFF,none,n/a,none,none,0,0: OK &  1: Error & bit12 - bit15: - & bit11: HE2 FAN6 speed & bit10: HE2 FAN5 speed & bit9: HE2 FAN4 speed & bit8: HE2 FAN3 speed & bit7: HE2 FAN2 speed & bit6: HE2 FAN1 speed & bit5: HE1 FAN6 speed & bit4: HE1 FAN5 speed & bit3: HE1 FAN4 speed & bit2: HE1 FAN3 speed & bit1: HE1 FAN2 speed & bit0: HE1 FAN1 speed
905,Main Warning Status6,FALSE,0xFFFF,none,n/a,none,none,0,0: OK &  1: Error & bit15: Shelf_8 Fault2 & bit14: Shelf_8 Fault1 & bit13: Shelf_7 Fault2 & bit12: Shelf_7 Fault1 & bit11: Shelf_6 Fault2 & bit10: Shelf_6 Fault1 & bit9: Shelf_5 Fault2 & bit8: Shelf_5 Fault1 & bit7: Shelf_4 Fault2 & bit6: Shelf_4 Fault1 & bit5: Shelf_3 Fault2 & bit4: Shelf_3 Fault1 & bit3: Shelf_2 Fault2 & bit2: Shelf_2 Fault1 & bit1: Shelf_1 Fault2 & bit0: Shelf_1 Fault1
906,Main Warning Status7,FALSE,0x07FF,none,n/a,none,none,0,0: OK &  1: Error & bit11 - bit15: - & bit10: LCW outlet7 flow & bit9: LCW outlet6 flow & bit8: LCW outlet5 flow & bit7: LCW outlet4 flow & bit6: LCW Inlet2 flow & bit5: LCW outlut3 flow & bit4: LCW outlet2 flow & bit3: LCW outlet1 flow & bit2: LCW Inlet1 flow & bit1: Reflect power & bit0: Forward power
907,FA1 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
908,FA2 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
909,FA3 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
910,FA4 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
911,FA5 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
912,FA6 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
913,FA7 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
914,FA8 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
915,FA9 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
916,FA10 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
917,FA11 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
918,FA12 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
919,FA13 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
920,FA14 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
921,FA15 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
922,FA16 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
923,FA17 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
924,FA18 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
925,FA19 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
926,FA20 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
927,FA21 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
928,FA22 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
929,FA23 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
930,FA24 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
931,FA25 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
932,FA26 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
933,FA27 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
934,FA28 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
935,FA29 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
936,FA30 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
937,FA31 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
938,FA32 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
939,FA33 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
940,FA34 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
941,FA35 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
942,FA36 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
943,FA37 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
944,FA38 Warning Status,FALSE,0x19FF,none,n/a,none,none,0,0: OK &  1: Error & bit13 - bit15: - & bit12: Temperature & bit11: Thermal trip   & bit10: - & bit9: - & bit8: Blanking & bit7: Drain Voltage4 & bit6: Drain Voltage3 & bit5: Drain Voltage2 & bit4: Drain Voltage1 & bit3: Drain Current4 & bit2: Drain Current3 & bit1: Drain Current2 & bit0: Drain Current1
